YEAR,DISTRICT,BOROUGH,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,SCHOOLORGANICTONS,LEAVESORGANICTONS,XMASTREETONS
1996,412,Queens,92729,4653,5079.3,0,0,0,2
1997,412,Queens,87813.9,5102.9,5622,0,0,6.2,17
1998,412,Queens,84239.7,6277.1,7221.2,0,0,0,36.5
1999,412,Queens,81879.2,6679.9,8159.3,0,0,993,28.1
2000,412,Queens,80177.8,7568.9,9384.2,0,0,850.8,39.9
2001,412,Queens,84285.4,7746,9973.9,0,0,991.5,25.7
2002,412,Queens,92495.6,6025.4,4960.3,0,0,0,31.7
2003,412,Queens,99796.2,6177.9,0,0,0,0,0
2004,412,Queens,92892.8,7561,5669.9,0,0,972.9,14.8
2005,412,Queens,87295.6,7716.3,7370.7,0,0,841,16.2
2006,412,Queens,85710.8,7281.9,7006.8,0,0,1073.6,10.8
2007,412,Queens,83261.9,6969.3,6856.8,0,0,215.1,13.5
2008,412,Queens,79979.2,6571.1,6807.9,0,0,0,21.6
2009,412,Queens,79745.1,6147.4,6916.1,0,0,0,18.9
2010,412,Queens,77221.7,5919.6,6666.7,0,0,0,10.8
2011,412,Queens,81401.2,5977,6703.1,0,0,0,0
2012,412,Queens,78924.9,5604.1,6683,0,0,0,8.1
2013,412,Queens,78140.4,5644.2,6920.9,0,0,0,22.5
2014,412,Queens,77977,5760.3,7302.8,0,0,0,26.1
2015,412,Queens,78281.5,5821,7950.6,0,0,0,16.2
2016,412,Queens,78432.1,5973.2,8943.6,0,0,351.8,13.5
2017,412,Queens,78741.5,5693.8,9340.4,0,0,363.4,21.6
2018,412,Queens,80418.7,5758.3,9634.9,0,0,614.7,13.5
2019,412,Queens,80296.1,5573.6,10000,0,0,420.8,13.5
2020,412,Queens,87690.3,6334.9,11977.6,0,0,0,13.5
2021,412,Queens,87688.1,6374.6,10993.2,0,0,224.3,8.1
2022,412,Queens,81596.7,5650.6,10435.1,1119.6,0,0,10.1
2023,412,Queens,61704.7,4218.3,8000.5,1582.3,0,0,13.5
1990,413,Queens,5621.2,0,0,0,0,0,0
1991,413,Queens,73945.8,0,0,0,0,0,0
1992,413,Queens,74463.7,0,0,0,0,0,0
1993,413,Queens,76525.6,4759.1,3428.6,0,0,0,0
1994,413,Queens,80415.9,6864.6,5124.1,0,0,0,28.1
1995,413,Queens,78031.9,6371.2,5276.5,0,0,0,31.7
1996,413,Queens,80109.7,6795.5,5112.3,0,0,0,0
1997,413,Queens,76968.7,7463.5,5623.8,0,0,0,31.3
1998,413,Queens,70815.6,9166.3,7551.1,0,0,0,53.4
1999,413,Queens,68486.4,9710,8380.1,0,0,1615.2,47.3
2000,413,Queens,67375.9,10457,9357,0,0,2473.6,67.9
2001,413,Queens,70521.4,10235.6,9840.2,0,0,1378,48.1
2002,413,Queens,77188.6,9395.5,4967.9,0,0,0,54.2
2003,413,Queens,83822,8531.8,1,0,0,0,0
2004,413,Queens,79710.1,10084.7,6090.3,0,0,1316.9,16.7
2005,413,Queens,76202,9862.4,7839.9,0,0,1127.6,35
2006,413,Queens,73526,9393.4,7387.9,0,0,1452.8,35
2007,413,Queens,69271.4,8848.2,7190.5,0,0,353,40
2008,413,Queens,66594.4,8122.3,6966.5,0,0,0,50
2009,413,Queens,66140.7,7379.8,7068.2,0,0,0,40.6
2010,413,Queens,63563.3,6907,6657,0,0,0,25
2011,413,Queens,66045.9,6953.5,6664.9,0,0,0,0
2012,413,Queens,65302.7,6545.7,6622.7,0,0,0,25
2013,413,Queens,63407.3,6368.2,7065.2,0,0,0,37
2014,413,Queens,63395.5,6386.6,7198.5,0,0,0,48
2015,413,Queens,62515,6342.4,7636.9,0,0,0,55
2016,413,Queens,62441.3,6507,8453.4,0,0,173.2,40
2017,413,Queens,63397.1,5930.3,8792.9,0,0,265.1,35
2018,413,Queens,60576.7,5953,9070.5,3502.7,0,0,35
2019,413,Queens,60800.3,5634,9454.3,2941.6,0,28.7,42.9
2020,413,Queens,70151,5851.3,11588.8,675.8,0,0,30
2021,413,Queens,70003.7,5629.6,10779.1,0,0,94.1,20
2022,413,Queens,63875.3,5285.1,9795.7,707.7,0,0,10
2023,413,Queens,48117.8,3790.7,7349.2,985.3,0,0,25
1990,414,Queens,3354.7,0,0,0,0,0,0
1991,414,Queens,33908,0,0,0,0,0,0
1992,414,Queens,34795.7,0,0,0,0,0,0
1993,414,Queens,33357.9,668,422.5,0,0,0,0
1994,414,Queens,31218.9,2237.4,1419,0,0,0,18.9
1995,414,Queens,32517.6,2046.4,1436.9,0,0,0,14.6
1996,414,Queens,35647.5,2206.1,1425.9,0,0,0,11.1
1997,414,Queens,33052.3,2499.3,1757,0,0,0,25.6
1998,414,Queens,30633.6,3143.8,2486.8,0,0,0,32
1999,414,Queens,30096.6,3517.8,2971.7,0,0,178.3,31.3
2000,414,Queens,29633.1,3835.9,3172.1,0,0,117.8,35
2001,414,Queens,31123.2,3718.7,3316,0,0,173.4,29.9
2002,414,Queens,34003.4,3448.5,1694.1,0,0,0,31.5
2003,414,Queens,36565.1,3283.9,0,0,0,0,0
2004,414,Queens,36216.4,3592.8,2006.6,0,0,141.1,13.5
2005,414,Queens,35763.9,3609.4,2544.6,0,0,137.7,13.5
2006,414,Queens,35325.6,3451.9,2397.1,0,0,122.4,22.7
2007,414,Queens,34178.2,3311.9,2337.7,0,0,25.2,31.5
2008,414,Queens,33869.8,3230,2420.9,0,0,0,18
2009,414,Queens,34451.6,3060.7,2465.2,0,0,0,24
2010,414,Queens,35185.2,2920.5,2303.1,0,0,0,18
2011,414,Queens,37689.7,2937.9,2304.3,0,0,0,0
2012,414,Queens,36625.4,2540.6,2127.2,0,0,0,18
2013,414,Queens,40780.2,2741.7,1970.4,0,0,0,13.5
2014,414,Queens,37773.5,2749.9,2145.7,0,0,0,36
2015,414,Queens,37308.1,2805.9,2362.9,0,0,0,27
2016,414,Queens,36253.1,2921.9,2805.3,0,0,13.3,36
2017,414,Queens,35465.9,2829.7,2992.2,206.1,0,0,39.4
2018,414,Queens,36021.6,3052,3118.4,948.3,0,0,27
2019,414,Queens,34598.2,3035.6,3222.8,953.6,0,0,25.3
2020,414,Queens,39643.2,3332,3902.7,257.9,0,0,27
2021,414,Queens,39539.4,3121.3,3381.3,0,0,3.4,27
2022,414,Queens,36600.6,2842.1,3010,277.4,0,0,13.5
2023,414,Queens,28350.9,2100.2,2269.1,468.6,0,0,13.5
1990,501,Staten Island,31110.9,0,0,0,0,0,0
1991,501,Staten Island,55907.5,0,0,0,0,0,0
1992,501,Staten Island,60013.8,0,0,0,0,0,0
1993,501,Staten Island,58013.2,1457.3,688.9,0,0,1342.1,0
1994,501,Staten Island,61849.3,7772.6,3802.8,0,0,1075.5,87.2
1995,501,Staten Island,61327,7573.6,4075.6,0,0,1117.5,93.6
1996,501,Staten Island,62987.6,8766.9,5022.1,0,0,761.7,5.5
1997,501,Staten Island,62258.3,2024.1,5284.2,0,0,1129.1,100.4
1998,501,Staten Island,62329.7,0,6438,0,0,1358.3,98.5
1999,501,Staten Island,62284.5,44.9,6920.6,0,0,1513.8,108.3
2000,501,Staten Island,63398.8,0,7248.2,0,0,1237.1,115
2001,501,Staten Island,64174.2,0,7794.8,0,0,1230.1,84.5
2002,501,Staten Island,72711.5,4.3,3827.3,0,0,0,70.5
2003,501,Staten Island,80436.9,0,0,0,0,0,0
2004,501,Staten Island,76102.1,8289.6,5121.7,0,0,1383.4,42.3
2005,501,Staten Island,73067.1,10949,6770.7,0,0,815.2,88.5
2006,501,Staten Island,72183.8,10997.8,7142.5,0,0,1519.2,70.8
2007,501,Staten Island,68666.2,10606.5,7031.4,0,0,406.8,59.6
2008,501,Staten Island,65985.9,9863.6,6627.9,0,0,0,60.3
2009,501,Staten Island,65311.6,8674.9,6455.8,0,0,0,50.8
2010,501,Staten Island,63810.6,8111,6284.2,0,0,0,38.6
2011,501,Staten Island,66938.6,8259.2,6248.4,0,0,0,0
2012,501,Staten Island,63302,7481.4,6127.7,0,0,0,34.9
2013,501,Staten Island,61879.3,7650.3,6612.7,298.3,0,0,76.2
2014,501,Staten Island,61297.1,7527.2,7043.8,728.7,0,0,50.4
2015,501,Staten Island,59724.8,7534.9,6794.3,1353.2,0,0,70.8
2016,501,Staten Island,59948.5,7580.8,7655.3,1419.5,0,112.3,100.3
2017,501,Staten Island,60813.5,7509.8,7864.8,1798.4,0,178.3,65.9
2018,501,Staten Island,61930.1,7710.6,7808.2,2362.8,0,369.2,105.3
2019,501,Staten Island,60413.8,7305.9,8088.9,2208.6,0,188.7,40.9
2020,501,Staten Island,69469.5,7688.6,10088.5,424.4,0,0,35.7
2021,501,Staten Island,69971.4,7523.3,8939.3,0,0,215.4,25.1
2022,501,Staten Island,63683.1,6728.5,8266.6,0,0,486.1,21.7
2023,501,Staten Island,48396.1,4876.2,5905,0,0,0,26.5
1990,502,Staten Island,28745.5,0,0,0,0,0,0
1991,502,Staten Island,49357,0,0,0,0,0,0
1992,502,Staten Island,52241.4,0,0,0,0,0,0
1993,502,Staten Island,51883.5,1509.6,622.3,0,0,1002.7,0
1994,502,Staten Island,54835.6,7321.7,3548.2,0,0,726.5,67.6
1995,502,Staten Island,51799.9,7073.6,3750.3,0,0,987.8,84.2
1996,502,Staten Island,52041.1,8151.8,4539.9,0,0,704.5,2
1997,502,Staten Island,50808.7,1960.7,4716.8,0,0,1019.6,73.7
1998,502,Staten Island,52440.1,0,5093,0,0,1003.4,79.1
1999,502,Staten Island,52625.4,12.6,5602.7,0,0,1224.2,102.5
2000,502,Staten Island,52993.5,0,6195.9,0,0,914,78.6
2001,502,Staten Island,54055.4,0,6513,0,0,1006.1,81.8
2002,502,Staten Island,60082.7,0,3227.8,0,0,0,59.7
2003,502,Staten Island,65339.6,0,0,0,0,0,0
2004,502,Staten Island,61975.7,7879.5,4271.3,0,0,1005.2,35
2005,502,Staten Island,59336.1,10291.7,5556.3,0,0,762,36
2006,502,Staten Island,57771.2,10253.8,5736.4,0,0,1093.2,50.4
2007,502,Staten Island,55405.9,9952.9,5749.6,0,0,293.1,48.9
2008,502,Staten Island,53154,9300.3,5491.5,0,0,0,49.3
2009,502,Staten Island,52194.5,8087.3,5364.2,0,0,0,44.2
2010,502,Staten Island,51386.5,7596.2,5338.4,0,0,0,30.8
2011,502,Staten Island,54163.9,7694.7,5400,0,0,0,0
2012,502,Staten Island,52835.7,6906.8,5156,0,0,0,23.3
2013,502,Staten Island,52337.1,7194.9,5310.5,0,307.9,0,56.3
2014,502,Staten Island,50478.8,7031.8,5622.5,0,555.6,0,49.5
2015,502,Staten Island,49379.8,6991.6,5564,0,280.1,0,49.5
2016,502,Staten Island,49310,6867.5,6082.3,0,350.7,141.3,54
2017,502,Staten Island,49783,6719.6,6229,0,354.1,234.6,49.4
2018,502,Staten Island,50817.7,6804.3,6149.1,1.8,384.1,542.4,87.5
2019,502,Staten Island,50273.2,6538.8,6209.8,0,375.3,300.3,29.6
2020,502,Staten Island,54952.4,6863.8,7762.6,0,96.8,6,26.7
2021,502,Staten Island,54569.2,6400.2,7154.5,0,33.1,125,18.7
2022,502,Staten Island,50908.1,5879.9,6123.8,0,287.6,367.8,14.3
2023,502,Staten Island,38116.5,4260,4475.6,0,175.6,0,18.6
1990,503,Staten Island,34605.5,0,0,0,0,0,0
1991,503,Staten Island,61259.6,0,0,0,0,0,0
1992,503,Staten Island,65199.9,0,0,0,0,0,0
1993,503,Staten Island,66097.8,1797.3,740.9,0,0,1077.3,0
1994,503,Staten Island,66493.6,9580.8,4505,0,0,978.9,92.6
1995,503,Staten Island,64506.3,9491.3,4716,0,0,1216.8,126.1
1996,503,Staten Island,65564.5,11161.2,5776.1,0,0,821.6,0
1997,503,Staten Island,65234,2624.6,6099,0,0,1235.5,123.5
1998,503,Staten Island,67252.6,0,6946.4,0,0,1427.6,166.4
1999,503,Staten Island,68678.1,60.3,7880.4,0,0,1744.5,156.6
2000,503,Staten Island,66594.7,0,8665.6,0,0,1493.5,145.4
2001,503,Staten Island,68640.3,0.5,8825.4,0,0,1558,120.7
2002,503,Staten Island,78472.4,0,4426.8,0,0,0,105.3
2003,503,Staten Island,86422.5,0,0,0,0,0,0
2004,503,Staten Island,81880.6,11431.1,6004.5,0,0,1857.3,70.7
2005,503,Staten Island,78711.5,15232.2,7954.3,0,0,1289.1,119.6
2006,503,Staten Island,78325.8,15116.9,8057.2,0,0,1749,87.4
2007,503,Staten Island,74774.7,14461,7981.6,0,0,449.9,90
2008,503,Staten Island,72747.4,13426.6,7561.6,0,0,0,92.3
2009,503,Staten Island,70029,11634.5,7286,0,0,0,70.5
2010,503,Staten Island,69164.5,10841,7286.1,0,0,0,62.1
2011,503,Staten Island,72196.2,11020.6,7164.9,0,0,0,0
2012,503,Staten Island,69398.3,9852.3,6887.8,0,0,0,50
2013,503,Staten Island,68919.2,10061.9,7296.7,0,0,0,64.3
2014,503,Staten Island,68155.6,9953.3,7652.5,0,44.1,0,43.2
2015,503,Staten Island,66880.4,9637.6,7494,0,282.3,0,69
2016,503,Staten Island,66822.2,9467.5,8250.2,0,295.9,286.4,78.2
2017,503,Staten Island,67976.7,9266.1,8482.3,0,283.1,463.7,72.2
2018,503,Staten Island,69212.6,9466.6,8459.6,0,296.7,879.6,96.6
2019,503,Staten Island,67683.4,8993,8563.4,0,263.3,562.9,55.1
2020,503,Staten Island,75899.5,9835.5,9908.7,0,77.8,0,42.6
2021,503,Staten Island,73619.2,9273.9,8854.1,0,24.1,220.5,28.7
2022,503,Staten Island,67466.6,8474.4,8067.6,0,223.3,608.7,20.9
2023,503,Staten Island,50642.1,6041.6,5907.4,0,190.6,0,27.2
